"","DatabaseID","ratingType","condition","Sent","rep","Count","M","SD"
"911","Sub26","AP","conv","tsent","1",3,50.6666666666667,33.501243758006
"912","Sub26","AP","conv","tsent","2",4,25,28.8559641437722
"913","Sub26","AP","conv","tsent","3",3,21.6666666666667,27.1538824725551
"914","Sub26","AP","conv","tsent","4",5,37.6,18.28387267512
"915","Sub26","AP","conv","tsent","5",3,12,11.13552872566
"916","Sub26","AP","lessClear","bsent","1",3,14.3333333333333,10.5039675043925
"917","Sub26","AP","lessClear","bsent","2",3,15,8.88819441731559
"918","Sub26","AP","lessClear","bsent","3",3,54.6666666666667,41.3561764834871
"919","Sub26","AP","lessClear","bsent","4",4,19,14.5830952361516
"920","Sub26","AP","lessClear","bsent","5",3,15,14.525839046334
"921","Sub26","AP","lessClear","ksent","1",4,20.75,18.0992633367586
"922","Sub26","AP","lessClear","ksent","2",4,8,11.3137084989848
"923","Sub26","AP","lessClear","ksent","3",3,2.66666666666667,3.78593889720018
"924","Sub26","AP","lessClear","ksent","4",4,7,8.90692614392492
"925","Sub26","AP","lessClear","ksent","5",3,10.6666666666667,15.1437555888007
"926","Sub26","AP","lessClear","tsent","1",3,14,18.1934053986603
"927","Sub26","AP","lessClear","tsent","2",4,16.75,23.5
"928","Sub26","AP","lessClear","tsent","3",3,31.6666666666667,49.6621921921831
"929","Sub26","AP","lessClear","tsent","4",5,31.4,21.3260404201061
"930","Sub26","AP","lessClear","tsent","5",3,6.33333333333333,10.1159939369957
"931","Sub26","AP","moreClear","bsent","1",3,99.6666666666667,0.577350269189626
"932","Sub26","AP","moreClear","bsent","2",3,96.6666666666667,2.88675134594813
"933","Sub26","AP","moreClear","bsent","3",3,64.6666666666667,33.0050501186308
"934","Sub26","AP","moreClear","bsent","4",4,28,25.8069758011279
"935","Sub26","AP","moreClear","bsent","5",3,59,38.6264158316559
"936","Sub26","AP","moreClear","ksent","1",4,36.75,15.8192920195564
"937","Sub26","AP","moreClear","ksent","2",4,36,27.5801861245835
"938","Sub26","AP","moreClear","ksent","3",3,82.6666666666667,21.3853532431273
"939","Sub26","AP","moreClear","ksent","4",4,27.5,13.0256157883866
"940","Sub26","AP","moreClear","ksent","5",3,38.3333333333333,33.3216646242851
"941","Sub26","AP","moreClear","tsent","1",3,67.3333333333333,44.6355613085949
"942","Sub26","AP","moreClear","tsent","2",4,42.5,27.0616579930597
"943","Sub26","AP","moreClear","tsent","3",3,48.6666666666667,35.1615320106126
"944","Sub26","AP","moreClear","tsent","4",5,45,11.7898261225516
"945","Sub26","AP","moreClear","tsent","5",3,32.6666666666667,40.9918691124634
"946","Sub26","Int","conv","bsent","1",5,85,21.6101827849743
"947","Sub26","Int","conv","bsent","2",5,76.6,25.0858525866673
"948","Sub26","Int","conv","bsent","3",4,72.5,20.3059925473574
"949","Sub26","Int","conv","bsent","4",3,53,42.2965719651132
"950","Sub26","Int","conv","bsent","5",3,35,34.5976877840124
"951","Sub26","Int","conv","ksent","1",3,31.3333333333333,41.0162569395762
"952","Sub26","Int","conv","ksent","2",4,21,32.7719392163479
"953","Sub26","Int","conv","ksent","3",3,15.6666666666667,14.5716619962629
"954","Sub26","Int","conv","ksent","4",2,10.5,13.4350288425444
"955","Sub26","Int","conv","ksent","5",4,30.5,9.57427107756338
"956","Sub26","Int","conv","tsent","1",3,47,15.3948043183407
"957","Sub26","Int","conv","tsent","2",4,24.25,27.6209461580639
"958","Sub26","Int","conv","tsent","3",4,49,25.377155080899
"959","Sub26","Int","conv","tsent","4",3,26,38.314488121336
"960","Sub26","Int","conv","tsent","5",4,34.75,37.6596601153011
"961","Sub26","Int","lessClear","bsent","1",5,78.4,28.754130138121
"962","Sub26","Int","lessClear","bsent","2",5,48.2,35.1240658238764
"963","Sub26","Int","lessClear","bsent","3",4,71.25,41.0152410696317
"964","Sub26","Int","lessClear","bsent","4",3,43.3333333333333,46.9183688264344
"965","Sub26","Int","lessClear","bsent","5",3,30.6666666666667,27.5015151097777
"966","Sub26","Int","lessClear","ksent","1",3,14,11.7898261225516
"967","Sub26","Int","lessClear","ksent","2",4,64.25,44.0331314655983
"968","Sub26","Int","lessClear","ksent","3",3,35.3333333333333,51.964731629571
"969","Sub26","Int","lessClear","ksent","4",2,33,21.2132034355964
"970","Sub26","Int","lessClear","ksent","5",4,23.75,13.7689263682153
"971","Sub26","Int","lessClear","tsent","1",3,18,5
"972","Sub26","Int","lessClear","tsent","2",4,10.5,5.8022983951764
"973","Sub26","Int","lessClear","tsent","3",4,22.25,27.9329554469268
"974","Sub26","Int","lessClear","tsent","4",3,2.66666666666667,2.51661147842358
"975","Sub26","Int","lessClear","tsent","5",4,23.75,39.9030074054576
"976","Sub26","Int","moreClear","bsent","1",5,96.4,8.04984471899924
"977","Sub26","Int","moreClear","bsent","2",5,83,25.7293606605372
"978","Sub26","Int","moreClear","bsent","3",4,93.5,13
"979","Sub26","Int","moreClear","bsent","4",3,88.3333333333333,20.2072594216369
"980","Sub26","Int","moreClear","bsent","5",3,86,15.0996688705415
"981","Sub26","Int","moreClear","ksent","1",3,4.66666666666667,7.23417813807024
"982","Sub26","Int","moreClear","ksent","2",4,68,12.2474487139159
"983","Sub26","Int","moreClear","ksent","3",3,45.3333333333333,33.0807093837683
"984","Sub26","Int","moreClear","ksent","4",2,26,8.48528137423857
"985","Sub26","Int","moreClear","ksent","5",4,66.75,39.1695034433678
"986","Sub26","Int","moreClear","tsent","1",3,76.3333333333333,23.5017729827631
"987","Sub26","Int","moreClear","tsent","2",4,38.25,21.4223403638974
"988","Sub26","Int","moreClear","tsent","3",4,38.75,11.7862914721581
"989","Sub26","Int","moreClear","tsent","4",3,26,33.6452076825214
"990","Sub26","Int","moreClear","tsent","5",4,43.25,42.4372085164266
"991","Sub28","AP","conv","bsent","1",3,7,10.4403065089106
"992","Sub28","AP","conv","bsent","2",4,26,28.1069386451104
"993","Sub28","AP","conv","bsent","3",4,21.75,14.7054411698527
"994","Sub28","AP","conv","bsent","4",3,11.3333333333333,10.0166528008778
"995","Sub28","AP","conv","bsent","5",3,3.66666666666667,6.35085296108588
"996","Sub28","AP","conv","ksent","1",3,3.66666666666667,5.5075705472861
"997","Sub28","AP","conv","ksent","2",4,10.25,20.5
"998","Sub28","AP","conv","ksent","3",4,11.5,21.6717942650503
"999","Sub28","AP","conv","ksent","4",3,0,0
"1000","Sub28","AP","conv","ksent","5",3,1,1.73205080756888
"1001","Sub28","AP","conv","tsent","1",4,0.5,0.577350269189626
"1002","Sub28","AP","conv","tsent","2",3,2.66666666666667,4.61880215351701
"1003","Sub28","AP","conv","tsent","3",3,1.66666666666667,2.88675134594813
"1004","Sub28","AP","conv","tsent","4",3,2,3.46410161513775
"1005","Sub28","AP","conv","tsent","5",4,5.25,6.18465843842649
"1006","Sub28","AP","lessClear","bsent","1",3,3.66666666666667,6.35085296108588
"1007","Sub28","AP","lessClear","bsent","2",4,0.75,1.5
"1008","Sub28","AP","lessClear","bsent","3",4,5.75,11.5
"1009","Sub28","AP","lessClear","bsent","4",3,37,13.228756555323
"1010","Sub28","AP","lessClear","bsent","5",3,1.33333333333333,2.3094010767585
"1011","Sub28","AP","lessClear","ksent","1",3,3.66666666666667,5.5075705472861
"1012","Sub28","AP","lessClear","ksent","2",4,7.5,14.3410831761993
"1013","Sub28","AP","lessClear","ksent","3",4,3.75,6.8495741960115
"1014","Sub28","AP","lessClear","ksent","4",3,0,0
"1015","Sub28","AP","lessClear","ksent","5",3,1,1.73205080756888
"1016","Sub28","AP","lessClear","tsent","1",4,15,17.1464281994822
"1017","Sub28","AP","lessClear","tsent","2",3,1,1.73205080756888
"1018","Sub28","AP","lessClear","tsent","3",3,1.66666666666667,2.08166599946613
"1019","Sub28","AP","lessClear","tsent","4",3,4,6.92820323027551
"1020","Sub28","AP","lessClear","tsent","5",4,4.25,5.31507290636732
"1021","Sub28","AP","moreClear","bsent","1",3,1.66666666666667,2.88675134594813
"1022","Sub28","AP","moreClear","bsent","2",4,24,33.8230690505755
"1023","Sub28","AP","moreClear","bsent","3",4,19.5,14.8211560502771
"1024","Sub28","AP","moreClear","bsent","4",3,30.3333333333333,20.2072594216369
"1025","Sub28","AP","moreClear","bsent","5",3,3.33333333333333,5.77350269189626
"1026","Sub28","AP","moreClear","ksent","1",3,2.66666666666667,3.78593889720018
"1027","Sub28","AP","moreClear","ksent","2",4,1,1.15470053837925
"1028","Sub28","AP","moreClear","ksent","3",4,1.25,1.89296944860009
"1029","Sub28","AP","moreClear","ksent","4",3,0,0
"1030","Sub28","AP","moreClear","ksent","5",3,3.33333333333333,4.93288286231625
"1031","Sub28","AP","moreClear","tsent","1",4,5.75,6.55108133567785
"1032","Sub28","AP","moreClear","tsent","2",3,1,1.73205080756888
"1033","Sub28","AP","moreClear","tsent","3",3,0.666666666666667,1.15470053837925
"1034","Sub28","AP","moreClear","tsent","4",3,3.66666666666667,6.35085296108588
"1035","Sub28","AP","moreClear","tsent","5",4,5.25,6.39661368746516
"1036","Sub28","Int","conv","bsent","1",3,2.33333333333333,3.21455025366432
"1037","Sub28","Int","conv","bsent","2",3,31.3333333333333,49.1663841799795
"1038","Sub28","Int","conv","bsent","3",4,6.75,8.30160627027485
"1039","Sub28","Int","conv","bsent","4",5,2.2,3.27108544675922
"1040","Sub28","Int","conv","bsent","5",3,11.6666666666667,20.2072594216369
"1041","Sub28","Int","conv","ksent","1",3,0,0
"1042","Sub28","Int","conv","ksent","2",3,4.33333333333333,7.50555349946513
"1043","Sub28","Int","conv","ksent","3",4,4,6.73300329224139
"1044","Sub28","Int","conv","ksent","4",3,0,0
"1045","Sub28","Int","conv","ksent","5",4,0,0
"1046","Sub28","Int","conv","tsent","1",4,1.75,2.87228132326901
"1047","Sub28","Int","conv","tsent","2",4,2,2.82842712474619
"1048","Sub28","Int","conv","tsent","3",3,0,0
"1049","Sub28","Int","conv","tsent","4",3,3.33333333333333,4.16333199893227
"1050","Sub28","Int","conv","tsent","5",3,0.666666666666667,1.15470053837925
"1051","Sub28","Int","lessClear","bsent","1",3,12,19.0787840283389
"1052","Sub28","Int","lessClear","bsent","2",3,0.666666666666667,0.577350269189626
"1053","Sub28","Int","lessClear","bsent","3",4,3.25,5.85234995535981
"1054","Sub28","Int","lessClear","bsent","4",5,1.2,1.30384048104053
"1055","Sub28","Int","lessClear","bsent","5",3,4.33333333333333,7.50555349946513
"1056","Sub28","Int","lessClear","ksent","1",3,0,0
"1057","Sub28","Int","lessClear","ksent","2",3,4,6.92820323027551
"1058","Sub28","Int","lessClear","ksent","3",4,4.75,7.08872343937891
"1059","Sub28","Int","lessClear","ksent","4",3,0.666666666666667,1.15470053837925
"1060","Sub28","Int","lessClear","ksent","5",4,0.5,1
"1061","Sub28","Int","lessClear","tsent","1",4,6,7.52772652709081
"1062","Sub28","Int","lessClear","tsent","2",4,6,4.69041575982343
"1063","Sub28","Int","lessClear","tsent","3",3,0,0
"1064","Sub28","Int","lessClear","tsent","4",3,4,6.08276253029822
"1065","Sub28","Int","lessClear","tsent","5",3,10,12.4899959967968
"1066","Sub28","Int","moreClear","bsent","1",3,14,17.058722109232
"1067","Sub28","Int","moreClear","bsent","2",3,9,12.2882057274445
"1068","Sub28","Int","moreClear","bsent","3",4,6.25,8.65544144839919
"1069","Sub28","Int","moreClear","bsent","4",5,12.2,21.7876111586378
"1070","Sub28","Int","moreClear","bsent","5",3,26.6666666666667,46.1880215351701
"1071","Sub28","Int","moreClear","ksent","1",3,0,0
"1072","Sub28","Int","moreClear","ksent","2",3,4,6.92820323027551
"1073","Sub28","Int","moreClear","ksent","3",4,4.75,7.08872343937891
"1074","Sub28","Int","moreClear","ksent","4",3,1.66666666666667,2.88675134594813
"1075","Sub28","Int","moreClear","ksent","5",4,2,2.44948974278318
"1076","Sub28","Int","moreClear","tsent","1",4,2.75,4.27200187265877
"1077","Sub28","Int","moreClear","tsent","2",4,4.75,5.90903263374528
"1078","Sub28","Int","moreClear","tsent","3",3,0,0
"1079","Sub28","Int","moreClear","tsent","4",3,7,10.4403065089106
"1080","Sub28","Int","moreClear","tsent","5",3,4.66666666666667,4.16333199893227
"1081","Sub29","AP","conv","bsent","1",4,90.75,10.7509689485801
"1082","Sub29","AP","conv","bsent","2",3,76,32.5115364140177
"1083","Sub29","AP","conv","bsent","3",4,100,0
"1084","Sub29","AP","conv","bsent","4",4,95.75,5.31507290636732
"1085","Sub29","AP","conv","bsent","5",1,100,NA
"1086","Sub29","AP","conv","ksent","1",3,99,1.73205080756888
"1087","Sub29","AP","conv","ksent","2",4,98.5,3
"1088","Sub29","AP","conv","ksent","3",2,94.5,7.77817459305202
"1089","Sub29","AP","conv","ksent","4",2,100,0
"1090","Sub29","AP","conv","ksent","5",3,83,26.8514431641951
"1091","Sub29","AP","conv","tsent","1",3,100,0
"1092","Sub29","AP","conv","tsent","2",3,90.3333333333333,16.7431578064991
"1093","Sub29","AP","conv","tsent","3",3,94,5.56776436283002
"1094","Sub29","AP","conv","tsent","4",2,93.5,0.707106781186548
"1095","Sub29","AP","conv","tsent","5",2,89,11.3137084989848
"1096","Sub29","AP","lessClear","bsent","1",4,72.5,30.5777697028413
"1097","Sub29","AP","lessClear","bsent","2",3,56,36.5102725270574
"1098","Sub29","AP","lessClear","bsent","3",4,87.75,17.4427635425124
"1099","Sub29","AP","lessClear","bsent","4",4,77.75,27.427176303805
"1100","Sub29","AP","lessClear","bsent","5",1,78,NA
"1101","Sub29","AP","lessClear","ksent","1",3,64,33.6452076825214
"1102","Sub29","AP","lessClear","ksent","2",4,85.25,22.410934831015
"1103","Sub29","AP","lessClear","ksent","3",2,79.5,4.94974746830583
"1104","Sub29","AP","lessClear","ksent","4",2,77,16.9705627484771
"1105","Sub29","AP","lessClear","ksent","5",3,70,41.8688428309166
"1106","Sub29","AP","lessClear","tsent","1",3,88.6666666666667,12.0554275466834
"1107","Sub29","AP","lessClear","tsent","2",3,73.3333333333333,16.0727512683216
"1108","Sub29","AP","lessClear","tsent","3",3,74,25.9422435421457
"1109","Sub29","AP","lessClear","tsent","4",2,53.5,48.7903679018718
"1110","Sub29","AP","lessClear","tsent","5",2,61.5,13.4350288425444
"1111","Sub29","AP","moreClear","bsent","1",4,100,0
"1112","Sub29","AP","moreClear","bsent","2",3,82,17.5783958312469
"1113","Sub29","AP","moreClear","bsent","3",4,100,0
"1114","Sub29","AP","moreClear","bsent","4",4,99.5,0.577350269189626
"1115","Sub29","AP","moreClear","bsent","5",1,100,NA
"1116","Sub29","AP","moreClear","ksent","1",3,100,0
"1117","Sub29","AP","moreClear","ksent","2",4,98.75,2.5
"1118","Sub29","AP","moreClear","ksent","3",2,100,0
"1119","Sub29","AP","moreClear","ksent","4",2,100,0
"1120","Sub29","AP","moreClear","ksent","5",3,80,34.6410161513775
"1121","Sub29","AP","moreClear","tsent","1",3,94.3333333333333,8.14452781524708
"1122","Sub29","AP","moreClear","tsent","2",3,93,12.1243556529821
"1123","Sub29","AP","moreClear","tsent","3",3,100,0
"1124","Sub29","AP","moreClear","tsent","4",2,93,9.89949493661167
"1125","Sub29","AP","moreClear","tsent","5",2,100,0
"1126","Sub29","Int","conv","bsent","1",3,99.3333333333333,1.15470053837925
"1127","Sub29","Int","conv","bsent","2",4,94.5,10.3440804327886
"1128","Sub29","Int","conv","bsent","3",4,88.75,22.5
"1129","Sub29","Int","conv","bsent","4",2,90.5,13.4350288425444
"1130","Sub29","Int","conv","bsent","5",5,88,16.4924225024706
"1131","Sub29","Int","conv","ksent","1",3,97.6666666666667,4.04145188432738
"1132","Sub29","Int","conv","ksent","2",4,82,36
"1133","Sub29","Int","conv","ksent","3",3,89.6666666666667,15.3731367434669
"1134","Sub29","Int","conv","ksent","4",3,99.3333333333333,1.15470053837925
"1135","Sub29","Int","conv","ksent","5",3,72.6666666666667,47.3427220735493
"1136","Sub29","Int","conv","tsent","1",2,100,0
"1137","Sub29","Int","conv","tsent","2",3,89.3333333333333,12.8970280814354
"1138","Sub29","Int","conv","tsent","3",3,96.6666666666667,5.77350269189626
"1139","Sub29","Int","conv","tsent","4",3,93,12.1243556529821
"1140","Sub29","Int","conv","tsent","5",3,100,0
"1141","Sub29","Int","lessClear","bsent","1",3,95,5.56776436283002
"1142","Sub29","Int","lessClear","bsent","2",4,87.25,15.1739909054935
"1143","Sub29","Int","lessClear","bsent","3",4,68,36.950417228136
"1144","Sub29","Int","lessClear","bsent","4",2,67.5,44.5477272147525
"1145","Sub29","Int","lessClear","bsent","5",5,84.4,11.0589330407594
"1146","Sub29","Int","lessClear","ksent","1",3,59.3333333333333,44.2982317179065
"1147","Sub29","Int","lessClear","ksent","2",4,76.75,27.3663418575934
"1148","Sub29","Int","lessClear","ksent","3",3,82,23.0651251893416
"1149","Sub29","Int","lessClear","ksent","4",3,98.3333333333333,2.88675134594813
"1150","Sub29","Int","lessClear","ksent","5",3,65.6666666666667,45.8839114868527
"1151","Sub29","Int","lessClear","tsent","1",2,98,2.82842712474619
"1152","Sub29","Int","lessClear","tsent","2",3,79,35.5105618091294
"1153","Sub29","Int","lessClear","tsent","3",3,63.6666666666667,55.3202795847358
"1154","Sub29","Int","lessClear","tsent","4",3,90,11.7898261225516
"1155","Sub29","Int","lessClear","tsent","5",3,89.6666666666667,17.8978583448784
"1156","Sub29","Int","moreClear","bsent","1",3,100,0
"1157","Sub29","Int","moreClear","bsent","2",4,100,0
"1158","Sub29","Int","moreClear","bsent","3",4,100,0
"1159","Sub29","Int","moreClear","bsent","4",2,100,0
"1160","Sub29","Int","moreClear","bsent","5",5,82.4,20.7436737344184
"1161","Sub29","Int","moreClear","ksent","1",3,97,5.19615242270663
"1162","Sub29","Int","moreClear","ksent","2",4,89.25,19.5512147960172
"1163","Sub29","Int","moreClear","ksent","3",3,95.3333333333333,5.03322295684717
"1164","Sub29","Int","moreClear","ksent","4",3,100,0
"1165","Sub29","Int","moreClear","ksent","5",3,81.3333333333333,32.331615074619
"1166","Sub29","Int","moreClear","tsent","1",2,99,1.4142135623731
"1167","Sub29","Int","moreClear","tsent","2",3,99.6666666666667,0.577350269189626
"1168","Sub29","Int","moreClear","tsent","3",3,96.3333333333333,6.35085296108588
"1169","Sub29","Int","moreClear","tsent","4",3,88,20.7846096908265
"1170","Sub29","Int","moreClear","tsent","5",3,100,0
"1171","Sub30","AP","conv","bsent","1",4,62.5,41.6052881254294
"1172","Sub30","AP","conv","bsent","2",3,71.6666666666667,29.022979401387
"1173","Sub30","AP","conv","bsent","3",4,60,38.7556447501522
"1174","Sub30","AP","conv","bsent","4",3,67.6666666666667,30.2709982216202
"1175","Sub30","AP","conv","bsent","5",3,77.3333333333333,28.7460142164672
"1176","Sub30","AP","conv","ksent","1",3,30,28.5131548587665
"1177","Sub30","AP","conv","ksent","2",4,49.5,35.9861084308932
"1178","Sub30","AP","conv","ksent","3",3,63,16.8226038412607
"1179","Sub30","AP","conv","ksent","4",4,28.5,27.3800413927128
"1180","Sub30","AP","conv","ksent","5",4,55.75,29.6465287456503
"1181","Sub30","AP","conv","tsent","1",3,38,37.0405183549043
"1182","Sub30","AP","conv","tsent","2",4,43.25,46.327637539594
"1183","Sub30","AP","conv","tsent","3",4,60,42.7083130081252
"1184","Sub30","AP","conv","tsent","4",3,64.6666666666667,22.5462487641145
"1185","Sub30","AP","conv","tsent","5",3,16.3333333333333,18.8237438713273
"1186","Sub30","AP","lessClear","bsent","1",4,61,25.2454616383487
"1187","Sub30","AP","lessClear","bsent","2",3,32.6666666666667,32.5781112609883
"1188","Sub30","AP","lessClear","bsent","3",4,16.5,22.4870333006972
"1189","Sub30","AP","lessClear","bsent","4",3,55.6666666666667,50.9542278258962
"1190","Sub30","AP","lessClear","bsent","5",3,50,48.0312398340913
"1191","Sub30","AP","lessClear","ksent","1",3,21.6666666666667,18.5022521151706
"1192","Sub30","AP","lessClear","ksent","2",4,10,11.4891252930761
"1193","Sub30","AP","lessClear","ksent","3",3,37.6666666666667,50.1431284757277
"1194","Sub30","AP","lessClear","ksent","4",4,35.25,33.8858377497149
"1195","Sub30","AP","lessClear","ksent","5",4,21.5,35.7631094844953
"1196","Sub30","AP","lessClear","tsent","1",3,11,15.7162336455017
"1197","Sub30","AP","lessClear","tsent","2",4,25.5,30.2709982216202
"1198","Sub30","AP","lessClear","tsent","3",4,59.75,17.3277234511635
"1199","Sub30","AP","lessClear","tsent","4",3,5.66666666666667,4.93288286231625
"1200","Sub30","AP","lessClear","tsent","5",3,16.3333333333333,17.0391705588427
"1201","Sub30","AP","moreClear","bsent","1",4,71.5,40.3195568758719
"1202","Sub30","AP","moreClear","bsent","2",3,67,15.1327459504216
"1203","Sub30","AP","moreClear","bsent","3",4,83.75,26.2599187609812
"1204","Sub30","AP","moreClear","bsent","4",3,64,31.5753068076939
"1205","Sub30","AP","moreClear","bsent","5",3,94.3333333333333,9.81495457622364
"1206","Sub30","AP","moreClear","ksent","1",3,51.3333333333333,26.9505720409295
"1207","Sub30","AP","moreClear","ksent","2",4,49.5,22.7522892621087
"1208","Sub30","AP","moreClear","ksent","3",3,59,42.5793377120875
"1209","Sub30","AP","moreClear","ksent","4",4,63,42.8096562315871
"1210","Sub30","AP","moreClear","ksent","5",4,68,21.3072757526625
"1211","Sub30","AP","moreClear","tsent","1",3,41.6666666666667,19.731531449265
"1212","Sub30","AP","moreClear","tsent","2",4,52,35.1662717197412
"1213","Sub30","AP","moreClear","tsent","3",4,84.5,18.7882942280559
"1214","Sub30","AP","moreClear","tsent","4",3,80,18.0277563773199
"1215","Sub30","AP","moreClear","tsent","5",3,61.3333333333333,27.3007936392577
"1216","Sub30","Int","conv","bsent","1",4,49,37.26481808176
"1217","Sub30","Int","conv","bsent","2",3,85.6666666666667,24.8260615751539
"1218","Sub30","Int","conv","bsent","3",3,75,18.2482875908947
"1219","Sub30","Int","conv","bsent","4",3,97.6666666666667,4.04145188432738
"1220","Sub30","Int","conv","bsent","5",5,86.6,22.534418119845
"1221","Sub30","Int","conv","ksent","1",4,40.5,21.4553800556721
"1222","Sub30","Int","conv","ksent","2",4,89.5,15.088627063675
"1223","Sub30","Int","conv","ksent","3",3,59,37.9868398264452
"1224","Sub30","Int","conv","ksent","4",3,48.6666666666667,27.0616579930597
"1225","Sub30","Int","conv","ksent","5",3,24,41.5692193816531
"1226","Sub30","Int","conv","tsent","1",4,46.5,53.4696175411794
"1227","Sub30","Int","conv","tsent","2",3,46,31.224989991992
"1228","Sub30","Int","conv","tsent","3",4,66.75,23.0126776654377
"1229","Sub30","Int","conv","tsent","4",3,42.3333333333333,50.0033332222296
"1230","Sub30","Int","conv","tsent","5",4,84,23.1084400165827
"1231","Sub30","Int","lessClear","bsent","1",4,46.5,36.1893170240427
"1232","Sub30","Int","lessClear","bsent","2",3,59,31.5119025131775
"1233","Sub30","Int","lessClear","bsent","3",3,37,22.5166604983954
"1234","Sub30","Int","lessClear","bsent","4",3,63.3333333333333,55.075705472861
"1235","Sub30","Int","lessClear","bsent","5",5,68.6,32.191613814781
"1236","Sub30","Int","lessClear","ksent","1",4,5.25,9.21502396451939
"1237","Sub30","Int","lessClear","ksent","2",4,47.75,46.27724422795
"1238","Sub30","Int","lessClear","ksent","3",3,51.6666666666667,48.5008590989204
"1239","Sub30","Int","lessClear","ksent","4",3,5.66666666666667,8.14452781524708
"1240","Sub30","Int","lessClear","ksent","5",3,13.6666666666667,23.6713610367747
"1241","Sub30","Int","lessClear","tsent","1",4,32.5,37.5632799419859
"1242","Sub30","Int","lessClear","tsent","2",3,2.33333333333333,2.08166599946613
"1243","Sub30","Int","lessClear","tsent","3",4,40.25,29.8035232816525
"1244","Sub30","Int","lessClear","tsent","4",3,29.3333333333333,40.8574758561188
"1245","Sub30","Int","lessClear","tsent","5",4,79.25,23.9913178740421
"1246","Sub30","Int","moreClear","bsent","1",4,41,12.9871731591854
"1247","Sub30","Int","moreClear","bsent","2",3,85.3333333333333,18.1750745069541
"1248","Sub30","Int","moreClear","bsent","3",3,62.3333333333333,20.4287379280594
"1249","Sub30","Int","moreClear","bsent","4",3,92.3333333333333,10.0166528008778
"1250","Sub30","Int","moreClear","bsent","5",5,86.8,29.5160973029972
"1251","Sub30","Int","moreClear","ksent","1",4,39.75,21.5309854241122
"1252","Sub30","Int","moreClear","ksent","2",4,54.75,25.708299567779
"1253","Sub30","Int","moreClear","ksent","3",3,93.6666666666667,10.9696551146029
"1254","Sub30","Int","moreClear","ksent","4",3,68.6666666666667,30.3699412797149
"1255","Sub30","Int","moreClear","ksent","5",3,71.3333333333333,33.1712727119918
"1256","Sub30","Int","moreClear","tsent","1",4,44,50.7805737134454
"1257","Sub30","Int","moreClear","tsent","2",3,82,16.7032930884901
"1258","Sub30","Int","moreClear","tsent","3",4,66.5,25.3048085022063
"1259","Sub30","Int","moreClear","tsent","4",3,95.6666666666667,7.50555349946513
"1260","Sub30","Int","moreClear","tsent","5",4,70.5,35.1235913122031
"1261","Sub32","AP","conv","bsent","1",3,63.6666666666667,35.0761077278157
"1262","Sub32","AP","conv","bsent","2",3,88.3333333333333,20.2072594216369
"1263","Sub32","AP","conv","bsent","3",4,91.5,6.35085296108588
"1264","Sub32","AP","conv","bsent","4",4,93.25,7.88986691902975
"1265","Sub32","AP","conv","bsent","5",3,46.6666666666667,42.3949682548924
"1266","Sub32","AP","conv","ksent","1",3,58.6666666666667,18.475208614068
"1267","Sub32","AP","conv","ksent","2",4,80.25,28.2886903196313
"1268","Sub32","AP","conv","ksent","3",3,53.3333333333333,45.4569393309023
"1269","Sub32","AP","conv","ksent","4",4,38.5,37.4388390133384
"1270","Sub32","AP","conv","ksent","5",3,56.6666666666667,16.5630109984065
"1271","Sub32","AP","conv","tsent","1",4,92.75,9.14239210126832
"1272","Sub32","AP","conv","tsent","2",3,37.3333333333333,44.601943156474
"1273","Sub32","AP","conv","tsent","3",3,63.6666666666667,36.9504172281361
"1274","Sub32","AP","conv","tsent","4",4,87.25,11.8708326020826
"1275","Sub32","AP","conv","tsent","5",4,73,21.9544984001001
"1276","Sub32","AP","lessClear","bsent","1",3,37.6666666666667,31.005375877956
"1277","Sub32","AP","lessClear","bsent","2",3,81.6666666666667,20.0333056017556
"1278","Sub32","AP","lessClear","bsent","3",4,52,41.0933895738313
"1279","Sub32","AP","lessClear","bsent","4",4,23.75,36.3260696103134
"1280","Sub32","AP","lessClear","bsent","5",3,19,11.3578166916005
"1281","Sub32","AP","lessClear","ksent","1",3,78.3333333333333,23.7135685491099
"1282","Sub32","AP","lessClear","ksent","2",4,55.25,40.3350550596707
"1283","Sub32","AP","lessClear","ksent","3",3,32,21.377558326432
"1284","Sub32","AP","lessClear","ksent","4",4,33.5,39.8873413503583
"1285","Sub32","AP","lessClear","ksent","5",3,11,9.8488578017961
"1286","Sub32","AP","lessClear","tsent","1",4,60,31.5066130624456
"1287","Sub32","AP","lessClear","tsent","2",3,30,47.6969600708473
"1288","Sub32","AP","lessClear","tsent","3",3,30,30.4138126514911
"1289","Sub32","AP","lessClear","tsent","4",4,55.5,26.3375524046307
"1290","Sub32","AP","lessClear","tsent","5",4,54.25,22.6623770450792
"1291","Sub32","AP","moreClear","bsent","1",3,63,33.0605505096331
"1292","Sub32","AP","moreClear","bsent","2",3,77.6666666666667,20.1080415091409
"1293","Sub32","AP","moreClear","bsent","3",4,87.5,11.6761865920913
"1294","Sub32","AP","moreClear","bsent","4",4,88.75,22.5
"1295","Sub32","AP","moreClear","bsent","5",3,64,29.4618397253125
"1296","Sub32","AP","moreClear","ksent","1",3,72.3333333333333,27.0246800782791
"1297","Sub32","AP","moreClear","ksent","2",4,100,0
"1298","Sub32","AP","moreClear","ksent","3",3,81,18.0831413200251
"1299","Sub32","AP","moreClear","ksent","4",4,91.25,17.5
