"","ListenerID","StartDate","EndDate","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","inUS","english","age","gender","Q2_8_TEXT","race","Q3_7_TEXT","ethnicity","Q1.2","Headphones","Q2.2","Practice1_4","Practice1_5","Practice1_6","Practice2_15","Practice2_16","Practice2_17","Q5"
"203","L203","2022-01-26 17:48:58","2022-01-26 17:57:14","100","496","True","2022-01-26 17:57:14","R_3EZ23BETUTB5HXP","anonymous","EN","Yes","Yes, it is my native language",63,"Woman","","Black/African American","","Not Hispanic/Latino","Yes, I can hear the audio.","","","80","94","90","73","73","68","Yes, I am ready to begin."
"204","L204","2022-01-26 17:48:11","2022-01-26 17:57:23","100","551","True","2022-01-26 17:57:24","R_3D0YYEFf4NDvjIB","anonymous","EN","Yes","Yes, it is my native language",29,"Man","","White/Caucasian","","Hispanic/Latino","Yes, I can hear the audio.","","","99","87","93","92","55","80","Yes, I am ready to begin."
"205","L205","2022-01-26 17:55:19","2022-01-26 18:00:59","100","340","True","2022-01-26 18:00:59","R_2hFRyaDSQv8cZC9","anonymous","EN","Yes","Yes, it is my native language",26,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","85","90","91","79","79","88","Yes, I am ready to begin."
"206","L206","2022-01-26 18:00:09","2022-01-26 18:03:46","100","216","True","2022-01-26 18:03:46","R_1CfFGmh2nA6H3wU","anonymous","EN","Yes","Yes, it is my native language",19,"Woman","","Biracial or Multiracial","","Not Hispanic/Latino","Yes, I can hear the audio.","","","82","90","84","82","78","92","Yes, I am ready to begin."
"207","L207","2022-01-26 17:49:17","2022-01-26 18:05:53","100","995","True","2022-01-26 18:05:53","R_Y9tLeXVb8TnW6FH","anonymous","EN","Yes","Yes, it is my native language",33,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","50","84","100","61","79","80","Yes, I am ready to begin."
"208","L208","2022-01-26 17:59:08","2022-01-26 18:13:27","100","859","True","2022-01-26 18:13:28","R_30wPuC7ccmwbHnK","anonymous","EN","Yes","Yes, it is my native language",48,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","88","90","88","83","70","72","Yes, I am ready to begin."
"209","L209","2022-01-26 17:51:38","2022-01-26 18:25:27","100","2028","True","2022-01-26 18:25:27","R_2t4ojlselNf0rWD","anonymous","EN","Yes","Yes, it is my native language",34,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","100","88","45","Yes, I am ready to begin."
"210","L210","2022-01-26 18:25:40","2022-01-26 18:29:29","100","229","True","2022-01-26 18:29:29","R_3IDelMvvUkOTkQx","anonymous","EN","Yes","Yes, it is my native language",42,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","100","100","100","Yes, I am ready to begin."
"211","L211","2023-05-10 20:45:30","2023-05-10 20:57:04","100","693","True","2023-05-10 20:57:05","R_2Bs1l4mTf4nFss3","anonymous","EN","Yes","Yes, it is my native language",62,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing in-the-ear earphones","","100","100","99","66","95","86","Yes, I am ready to begin."
"212","L212","2023-05-10 21:11:48","2023-05-10 21:25:50","100","842","True","2023-05-10 21:25:51","R_10VFcwyq1MLDkGi","anonymous","EN","Yes","Yes, it is my native language",21,"Woman","","Prefer not to say","","Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing in-the-ear earphones","","100","100","100","100","98","100","Yes, I am ready to begin."
"213","L213","2023-05-10 21:36:55","2023-05-10 21:43:56","100","421","True","2023-05-10 21:43:57","R_3QSQ6Qoj0bctJ6I","anonymous","EN","Yes","Yes, it is my native language",33,"Woman","","White/Caucasian","","Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing in-the-ear earphones","","95","100","100","75","77","79","Yes, I am ready to begin."
"214","L214","2023-05-10 21:43:03","2023-05-10 22:05:55","100","1372","True","2023-05-10 22:05:56","R_3qfDSzqbreMKk1y","anonymous","EN","Yes","Yes, it is my native language",53,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","55","56","56","Yes, I am ready to begin."
"215","L215","2023-05-10 22:03:19","2023-05-10 22:13:38","100","619","True","2023-05-10 22:13:39","R_1dE7giSsF2uDRPI","anonymous","EN","Yes","Yes, it is my native language",27,"Woman","","Biracial or Multiracial","","Not Hispanic/Latino","Yes, I can hear the audio.","No, I am using my computer's speakers","","100","100","100","100","100","100","Yes, I am ready to begin."
"216","L216","2023-05-10 22:07:19","2023-05-10 22:19:19","100","720","True","2023-05-10 22:19:20","R_r13AmHnWWriXxn3","anonymous","EN","Yes","Yes, it is my native language",36,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","95","100","84","93","94","Yes, I am ready to begin."
"217","L217","2023-05-10 22:14:11","2023-05-10 22:25:13","100","662","True","2023-05-10 22:25:14","R_1qVOH6NO6sYHUVd","anonymous","EN","Yes","Yes, it is my native language",58,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","No, I am using my computer's speakers","","100","100","100","90","91","99","Yes, I am ready to begin."
"218","L218","2023-05-10 22:31:29","2023-05-10 22:44:40","100","791","True","2023-05-10 22:44:41","R_5A0Rf9jX0petdoB","anonymous","EN","Yes","Yes, it is my native language",46,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing in-the-ear earphones","","87","94","88","91","89","95","Yes, I am ready to begin."
"219","L219","2023-05-10 22:32:45","2023-05-10 22:45:13","100","747","True","2023-05-10 22:45:14","R_2QiAygNTwVzJfix","anonymous","EN","Yes","Yes, it is my native language",41,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","83","90","88","74","88","90","Yes, I am ready to begin."
"220","L220","2023-05-10 22:53:13","2023-05-10 23:00:46","100","452","True","2023-05-10 23:00:47","R_UQOBX5wfSykYrNn","anonymous","EN","Yes","Yes, it is my native language",24,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"221","L221","2023-05-10 22:55:27","2023-05-10 23:02:46","100","439","True","2023-05-10 23:02:47","R_qPigm9tRf0F9nUd","anonymous","EN","Yes","Yes, it is my native language",28,"Non-Binary","","White/Caucasian","","Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"222","L222","2023-05-10 23:24:24","2023-05-10 23:30:40","100","375","True","2023-05-10 23:30:41","R_3EX51VGh8ag4aVS","anonymous","EN","Yes","Yes, it is my native language",38,"","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","No, I am using my computer's speakers","","100","100","100","91","100","100","Yes, I am ready to begin."
"223","L223","2023-05-10 23:29:27","2023-05-10 23:35:18","100","351","True","2023-05-10 23:35:19","R_RCXgMMLbPa39aa5","anonymous","EN","Yes","Yes, it is my native language",30,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"224","L224","2023-05-10 23:34:55","2023-05-10 23:53:54","100","1139","True","2023-05-10 23:53:54","R_3L83GInuxsekrts","anonymous","EN","Yes","Yes, it is my native language",20,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","61","65","78","52","60","72","Yes, I am ready to begin."
"225","L225","2023-05-10 23:51:15","2023-05-10 23:56:59","100","343","True","2023-05-10 23:56:59","R_33DAg6tZeK5qBwn","anonymous","EN","Yes","Yes, it is my native language",25,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing in-the-ear earphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"226","L226","2023-05-10 23:49:48","2023-05-10 23:59:45","100","597","True","2023-05-10 23:59:46","R_xxehms6lKgovZFn","anonymous","EN","Yes","Yes, it is my native language",27,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing in-the-ear earphones","","0","100","100","100","100","100","Yes, I am ready to begin."
"227","L227","2023-05-10 23:50:35","2023-05-11 00:01:02","100","626","True","2023-05-11 00:01:02","R_3PMMpHwC7WmXlPq","anonymous","EN","Yes","Yes, it is my native language",19,"Agender","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing in-the-ear earphones","","95","87","90","89","91","95","Yes, I am ready to begin."
"228","L228","2023-05-10 23:50:18","2023-05-11 00:05:13","100","894","True","2023-05-11 00:05:13","R_2EGK1OzP4NIO3ai","anonymous","EN","Yes","Yes, it is my native language",21,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","78","97","94","98","99","100","Yes, I am ready to begin."
"229","L229","2023-05-11 00:00:26","2023-05-11 00:12:41","100","734","True","2023-05-11 00:12:42","R_3JngaTaX2KG8GfE","anonymous","EN","Yes","Yes, it is my native language",40,"Woman","","White/Caucasian","","Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing in-the-ear earphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"230","L230","2023-05-11 00:04:38","2023-05-11 00:15:08","100","630","True","2023-05-11 00:15:09","R_1PZ5gjxWHquz4wz","anonymous","EN","Yes","Yes, it is my native language",28,"Man","","Native American or Alaska Native","","Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing in-the-ear earphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"231","L231","2023-05-11 00:11:25","2023-05-11 00:22:13","100","647","True","2023-05-11 00:22:13","R_301xSmVlQOLnv9y","anonymous","EN","Yes","Yes, it is my native language",28,"Man","","White/Caucasian","","Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing in-the-ear earphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"232","L232","2023-05-11 00:14:00","2023-05-11 00:22:57","100","536","True","2023-05-11 00:22:57","R_1pukImu1GVcdWfT","anonymous","EN","Yes","Yes, it is my native language",27,"Man","","White/Caucasian","","Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing in-the-ear earphones","","100","98","100","88","86","90","Yes, I am ready to begin."
"233","L233","2023-05-11 00:16:24","2023-05-11 00:24:33","100","488","True","2023-05-11 00:24:33","R_3RaB1AKmTKpKQG7","anonymous","EN","Yes","Yes, it is my native language",21,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing in-the-ear earphones","","100","99","100","100","100","100","Yes, I am ready to begin."
"234","L234","2023-05-11 00:18:54","2023-05-11 00:25:06","100","372","True","2023-05-11 00:25:07","R_26hYjaiirEQptnL","anonymous","EN","Yes","Yes, it is my native language",35,"Man","","Asian American","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","98","100","99","Yes, I am ready to begin."
"235","L235","2023-05-11 00:20:14","2023-05-11 00:27:05","100","411","True","2023-05-11 00:27:06","R_1o20o9rL2Yevntn","anonymous","EN","Yes","Yes, it is my native language",28,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing in-the-ear earphones","","76","100","56","64","29","92","Yes, I am ready to begin."
"236","L236","2023-05-11 00:19:56","2023-05-11 00:28:49","100","532","True","2023-05-11 00:28:49","R_3npe0P69Ix6Kvxv","anonymous","EN","Yes","Yes, it is my native language",36,"Woman","","Native American or Alaska Native","","Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"237","L237","2023-05-11 00:26:15","2023-05-11 00:31:59","100","344","True","2023-05-11 00:32:00","R_1dnTztY21asSlnA","anonymous","EN","Yes","Yes, it is my native language",31,"Man","","Asian American","","Not Hispanic/Latino","Yes, I can hear the audio.","No, I am using my computer's speakers","","100","100","100","100","100","100","Yes, I am ready to begin."
"238","L238","2023-05-11 00:19:32","2023-05-11 00:32:06","100","753","True","2023-05-11 00:32:06","R_3gZOVfBM7huKiSq","anonymous","EN","Yes","Yes, it is my native language",34,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing in-the-ear earphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"239","L239","2023-05-11 00:16:03","2023-05-11 00:32:35","100","992","True","2023-05-11 00:32:36","R_XXN4SwGkCDJOEx3","anonymous","EN","Yes","Yes, it is my native language",44,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing in-the-ear earphones","","100","89","91","94","94","92","Yes, I am ready to begin."
"240","L240","2023-05-11 00:28:11","2023-05-11 00:33:12","100","300","True","2023-05-11 00:33:13","R_xruf2M6fO3o3p0l","anonymous","EN","Yes","Yes, it is my native language",20,"Woman","","Black/African American","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","96","79","75","96","Yes, I am ready to begin."
"241","L241","2023-05-10 23:47:45","2023-05-11 00:35:32","100","2867","True","2023-05-11 00:35:33","R_3F3sepp2CdamY87","anonymous","EN","Yes","Yes, it is my native language",43,"Man","","Black/African American","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","89","90","89","Yes, I am ready to begin."
"242","L242","2023-05-11 00:19:52","2023-05-11 00:37:44","100","1072","True","2023-05-11 00:37:45","R_3k7CzwKCrMFOdII","anonymous","EN","Yes","Yes, it is my native language",19,"Man","","Black/African American","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing in-the-ear earphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"243","L243","2023-05-11 00:26:49","2023-05-11 00:37:53","100","663","True","2023-05-11 00:37:54","R_1eQV4mVLoNi78JD","anonymous","EN","Yes","Yes, it is my native language",27,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","96","96","100","Yes, I am ready to begin."
"244","L244","2023-05-11 00:40:04","2023-05-11 00:47:30","100","445","True","2023-05-11 00:47:31","R_2RUkLg5EpcEBnZX","anonymous","EN","Yes","Yes, it is my native language",21,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","95","92","62","74","59","Yes, I am ready to begin."
"245","L245","2023-05-11 00:38:56","2023-05-11 00:47:42","100","525","True","2023-05-11 00:47:42","R_10qmfcDMFkciizL","anonymous","EN","Yes","Yes, it is my native language",51,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","No, I am using my computer's speakers","","96","100","100","95","98","99","Yes, I am ready to begin."
"246","L246","2023-05-11 00:38:43","2023-05-11 00:51:07","100","743","True","2023-05-11 00:51:07","R_1i3WGEz9V3tZS7M","anonymous","EN","Yes","Yes, it is my native language",42,"Woman","","Black/African American","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing in-the-ear earphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"247","L247","2023-05-11 00:46:32","2023-05-11 00:52:25","100","352","True","2023-05-11 00:52:25","R_2xEMTm8l4IwDFKv","anonymous","EN","Yes","Yes, it is my native language",21,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","No, I am using my computer's speakers","","100","100","100","100","100","100","Yes, I am ready to begin."
"248","L248","2023-05-11 00:47:42","2023-05-11 00:53:54","100","371","True","2023-05-11 00:53:55","R_z0y3hWlGUQA9Vh7","anonymous","EN","Yes","Yes, it is my native language",36,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"249","L249","2023-05-11 00:51:07","2023-05-11 00:59:44","100","517","True","2023-05-11 00:59:45","R_9nSQhAD3PA6gBdD","anonymous","EN","Yes","Yes, it is my native language",20,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing in-the-ear earphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"250","L250","2023-05-11 00:51:13","2023-05-11 01:00:48","100","575","True","2023-05-11 01:00:49","R_3mm1gHFtNtGx1kr","anonymous","EN","Yes","Yes, it is my native language",32,"Man","","Biracial or Multiracial","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","77","100","97","Yes, I am ready to begin."
"251","L251","2023-05-11 01:01:47","2023-05-11 01:08:21","100","394","True","2023-05-11 01:08:22","R_1gHg8r9p8Bl7f73","anonymous","EN","Yes","Yes, it is my native language",29,"Woman","","White/Caucasian","","Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"252","L252","2023-05-11 00:57:30","2023-05-11 01:08:36","100","666","True","2023-05-11 01:08:37","R_1pYBcncZ0WeI2RW","anonymous","EN","Yes","Yes, it is my native language",38,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","98","98","99","94","95","95","Yes, I am ready to begin."
"253","L253","2023-05-11 00:55:39","2023-05-11 01:09:36","100","836","True","2023-05-11 01:09:36","R_3qEFEmtvM6bkZ6s","anonymous","EN","Yes","Yes, it is my native language",52,"Man","","Biracial or Multiracial","","Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing in-the-ear earphones","","10","100","100","100","100","100","Yes, I am ready to begin."
"254","L254","2023-05-11 01:02:07","2023-05-11 01:14:51","100","763","True","2023-05-11 01:14:52","R_1gCTDbL6A5176qA","anonymous","EN","Yes","Yes, it is my native language",27,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"255","L255","2023-05-11 01:11:05","2023-05-11 01:18:31","100","445","True","2023-05-11 01:18:32","R_2bNSlaD832HJmJB","anonymous","EN","Yes","Yes, it is my native language",22,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","90","86","72","48","55","68","Yes, I am ready to begin."
"256","L256","2023-05-11 01:08:25","2023-05-11 01:18:44","100","618","True","2023-05-11 01:18:45","R_1n6nnzHS3gVWua9","anonymous","EN","Yes","Yes, it is my native language",75,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","88","100","88","Yes, I am ready to begin."
"257","L257","2023-05-11 01:13:15","2023-05-11 01:22:08","100","533","True","2023-05-11 01:22:09","R_27KiLxhzAouSgqF","anonymous","EN","Yes","Yes, it is my native language",22,"Man","","White/Caucasian","","Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"258","L258","2023-05-11 01:15:50","2023-05-11 01:27:01","100","671","True","2023-05-11 01:27:03","R_2B5TVMwGVjOHR0i","anonymous","EN","Yes","Yes, it is my native language",68,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","No, I am using my computer's speakers","","100","100","100","98","98","100","Yes, I am ready to begin."
"259","L259","2023-05-11 01:07:46","2023-05-11 01:27:48","100","1201","True","2023-05-11 01:27:49","R_2TzduP5jSnGfIjS","anonymous","EN","Yes","Yes, it is my native language",34,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","77","89","83","70","90","90","Yes, I am ready to begin."
"260","L260","2023-05-11 01:16:30","2023-05-11 01:28:12","100","701","True","2023-05-11 01:28:12","R_2aJNlA6guFETdzr","anonymous","EN","Yes","Yes, it is my native language",64,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"261","L261","2023-05-11 01:25:05","2023-05-11 01:30:12","100","307","True","2023-05-11 01:30:13","R_265Tdxs2BBtNFCN","anonymous","EN","Yes","Yes, it is my native language",22,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","80","65","74","66","52","26","Yes, I am ready to begin."
"262","L262","2023-05-11 01:22:07","2023-05-11 01:33:49","100","702","True","2023-05-11 01:33:50","R_2Bg0t1qKFsAjy3C","anonymous","EN","Yes","Yes, it is my native language",55,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"263","L263","2023-05-11 01:24:30","2023-05-11 01:34:58","100","628","True","2023-05-11 01:34:59","R_086CSrfvIoqwbC1","anonymous","EN","Yes","Yes, it is my native language",50,"Woman","","Other","Hispanic","Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing in-the-ear earphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"264","L264","2023-05-11 01:24:17","2023-05-11 01:35:57","100","700","True","2023-05-11 01:35:58","R_2eQjfpofvbVYxPE","anonymous","EN","Yes","Yes, it is my native language",33,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing in-the-ear earphones","","100","100","100","68","100","99","Yes, I am ready to begin."
"265","L265","2023-05-11 01:29:23","2023-05-11 01:38:28","100","545","True","2023-05-11 01:38:29","R_2Yxry1b8TM81uaM","anonymous","EN","Yes","Yes, it is my native language",39,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"266","L266","2023-05-11 01:31:47","2023-05-11 01:41:20","100","572","True","2023-05-11 01:41:21","R_1qewYijqnDRaibn","anonymous","EN","Yes","Yes, it is my native language",28,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","89","95","100","94","100","Yes, I am ready to begin."
"267","L267","2023-05-11 01:27:49","2023-05-11 01:44:31","100","1002","True","2023-05-11 01:44:32","R_yL2zCtQoThjTj4B","anonymous","EN","Yes","Yes, it is my native language",48,"Woman","","White/Caucasian","","Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing in-the-ear earphones","","100","100","100","100","95","95","Yes, I am ready to begin."
"268","L268","2023-05-11 01:31:33","2023-05-11 01:45:21","100","828","True","2023-05-11 01:45:22","R_1hKjhIX1iNenR1p","anonymous","EN","Yes","Yes, it is my native language",37,"Non-Binary","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","No, I am using my computer's speakers","","100","100","100","75","100","100","Yes, I am ready to begin."
"269","L269","2023-05-11 01:36:03","2023-05-11 01:45:54","100","590","True","2023-05-11 01:45:55","R_yn1iBk2gBvYykO5","anonymous","EN","Yes","Yes, it is my native language",30,"Man","","Asian American","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","81","100","100","Yes, I am ready to begin."
"270","L270","2023-05-11 01:37:55","2023-05-11 01:48:48","100","653","True","2023-05-11 01:48:49","R_3CBD6MCUdSS2Guk","anonymous","EN","Yes","Yes, it is my native language",23,"Woman","","Biracial or Multiracial","","Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing in-the-ear earphones","","100","78","78","90","74","99","Yes, I am ready to begin."
"271","L271","2023-05-11 01:40:34","2023-05-11 01:49:21","100","526","True","2023-05-11 01:49:22","R_3NR2zFuv7PIMC3k","anonymous","EN","Yes","Yes, it is my native language",25,"Man","","Black/African American","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing in-the-ear earphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"272","L272","2023-05-11 01:41:37","2023-05-11 01:51:53","100","615","True","2023-05-11 01:51:55","R_2PaGqAD1GZTEE57","anonymous","EN","Yes","Yes, it is my native language",36,"Woman","","Black/African American","","Not Hispanic/Latino","Yes, I can hear the audio.","No, I am using my computer's speakers","","95","100","100","84","88","100","Yes, I am ready to begin."
"273","L273","2023-05-11 01:41:41","2023-05-11 01:52:01","100","620","True","2023-05-11 01:52:02","R_PvQLCtcBZDMKAHn","anonymous","EN","Yes","Yes, it is my native language",65,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing in-the-ear earphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"274","L274","2023-05-11 01:44:50","2023-05-11 01:52:04","100","434","True","2023-05-11 01:52:05","R_W7KtkD86ZJ2lIA1","anonymous","EN","Yes","Yes, it is my native language",28,"Woman","","Asian American","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"275","L275","2023-05-11 01:47:16","2023-05-11 01:54:54","100","458","True","2023-05-11 01:54:55","R_1gMYtN1iMUNR3Z1","anonymous","EN","Yes","Yes, it is my native language",22,"Non-Binary","","White/Caucasian","","Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","91","93","97","Yes, I am ready to begin."
"276","L276","2023-05-11 01:37:48","2023-05-11 01:55:25","100","1057","True","2023-05-11 01:55:26","R_3fGXAEyxsqyltSk","anonymous","EN","Yes","Yes, it is my native language",59,"Woman","","Black/African American","","Not Hispanic/Latino","Yes, I can hear the audio.","No, I am using my computer's speakers","","100","100","100","95","95","94","Yes, I am ready to begin."
"277","L277","2023-05-11 01:51:03","2023-05-11 02:00:26","100","562","True","2023-05-11 02:00:27","R_2VC2T94cHPlOikJ","anonymous","EN","Yes","Yes, it is my native language",25,"Non-Binary","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","23","31","16","13","15","48","Yes, I am ready to begin."
"278","L278","2023-05-11 01:37:08","2023-05-11 02:00:59","100","1430","True","2023-05-11 02:01:00","R_3HCj7BRmfhthaR3","anonymous","EN","Yes","Yes, it is my native language",30,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","100","100","94","Yes, I am ready to begin."
"279","L279","2023-05-11 01:54:27","2023-05-11 02:04:14","100","586","True","2023-05-11 02:04:15","R_XFmbNGDTKUGk2it","anonymous","EN","Yes","Yes, it is my native language",27,"Man","","Prefer not to say","","Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"280","L280","2023-05-11 01:55:54","2023-05-11 02:10:37","100","882","True","2023-05-11 02:10:38","R_AbxIiKN0EaQQUhz","anonymous","EN","Yes","Yes, it is my native language",61,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","No, I am using my computer's speakers","","100","100","100","100","100","100","Yes, I am ready to begin."
"281","L281","2023-05-11 02:04:55","2023-05-11 02:11:07","100","372","True","2023-05-11 02:11:08","R_1LzAhmvrJNsDSk9","anonymous","EN","Yes","Yes, it is my native language",36,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","No, I am using my computer's speakers","","100","100","100","100","100","100","Yes, I am ready to begin."
