"","ListenerID","StartDate","EndDate","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","inUS","english","age","gender","Q2_8_TEXT","race","Q3_7_TEXT","ethnicity","Q1.2","Headphones","Q2.2","Practice1_4","Practice1_5","Practice1_6","Practice2_15","Practice2_16","Practice2_17","Q5"
"282","L282","2023-05-11 02:03:38","2023-05-11 02:14:21","100","643","True","2023-05-11 02:14:22","R_2EAA5zMbg1G3gZb","anonymous","EN","Yes","Yes, it is my native language",53,"Woman","","Black/African American","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing in-the-ear earphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"283","L283","2023-05-11 01:53:27","2023-05-11 02:15:50","100","1343","True","2023-05-11 02:15:51","R_Xp02UK2PnRxUlSF","anonymous","EN","Yes","Yes, it is my native language",59,"Man","","White/Caucasian","","Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","100","93","97","Yes, I am ready to begin."
"284","L284","2023-05-11 02:07:25","2023-05-11 02:16:18","100","531","True","2023-05-11 02:16:18","R_2cqrp1S3dbx5oGd","anonymous","EN","Yes","Yes, it is my native language",32,"Man","","Biracial or Multiracial","","Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"285","L285","2023-05-11 02:05:45","2023-05-11 02:17:32","100","706","True","2023-05-11 02:17:33","R_POnYaaydaH1wCWJ","anonymous","EN","Yes","Yes, it is my native language",52,"Woman","","White/Caucasian","","Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"286","L286","2023-05-11 02:13:01","2023-05-11 02:20:21","100","439","True","2023-05-11 02:20:21","R_1r9dYXgJlYhl6Q4","anonymous","EN","Yes","Yes, it is my native language",31,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"287","L287","2023-05-11 02:04:29","2023-05-11 02:20:37","100","967","True","2023-05-11 02:20:38","R_242bZ2dHSxbLhzj","anonymous","EN","Yes","Yes, it is my native language",28,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"288","L288","2023-05-11 02:13:07","2023-05-11 02:23:28","100","620","True","2023-05-11 02:23:28","R_3QPZPDWZ2noWsUF","anonymous","EN","Yes","Yes, it is my native language",36,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","97","100","100","Yes, I am ready to begin."
"289","L289","2023-05-11 02:15:39","2023-05-11 02:24:18","100","518","True","2023-05-11 02:24:19","R_RyiPjGMnGjn9br3","anonymous","EN","Yes","Yes, it is my native language",43,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","93","100","100","Yes, I am ready to begin."
"290","L290","2023-05-11 02:17:31","2023-05-11 02:26:52","100","560","True","2023-05-11 02:26:52","R_zYEdpqMymxtQMtH","anonymous","EN","Yes","Yes, it is my native language",29,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","94","94","91","100","97","100","Yes, I am ready to begin."
"291","L291","2023-05-11 02:22:59","2023-05-11 02:28:24","100","325","True","2023-05-11 02:28:25","R_2VwggmFHy3tSNv4","anonymous","EN","Yes","Yes, it is my native language",31,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"292","L292","2023-05-11 02:15:56","2023-05-11 02:28:27","100","750","True","2023-05-11 02:28:27","R_3LXQmYo8ytfmAhj","anonymous","EN","Yes","Yes, it is my native language",62,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing in-the-ear earphones","","100","100","100","87","90","93","Yes, I am ready to begin."
"293","L293","2023-05-11 02:23:49","2023-05-11 02:29:53","100","364","True","2023-05-11 02:29:54","R_279cKcnl2Eb4GVB","anonymous","EN","Yes","Yes, it is my native language",25,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"294","L294","2023-05-11 02:10:26","2023-05-11 02:31:13","100","1247","True","2023-05-11 02:31:14","R_1DI2SmH2sjj0Whz","anonymous","EN","Yes","Yes, it is my native language",58,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","59","95","99","Yes, I am ready to begin."
"295","L295","2023-05-11 02:13:25","2023-05-11 02:35:11","100","1306","True","2023-05-11 02:35:12","R_2Xjp8L3UtexwSbW","anonymous","EN","Yes","Yes, it is my native language",25,"Man","","Black/African American","","Not Hispanic/Latino","Yes, I can hear the audio.","No, I am using my computer's speakers","","68","74","84","55","46","84","Yes, I am ready to begin."
"296","L296","2023-05-11 02:00:15","2023-05-11 02:36:02","100","2147","True","2023-05-11 02:36:03","R_1qW0iZYCgdmtJKg","anonymous","EN","Yes","Yes, it is my native language",56,"Man","","Black/African American","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","49","100","100","Yes, I am ready to begin."
"297","L297","2023-05-11 02:29:48","2023-05-11 02:36:30","100","401","True","2023-05-11 02:36:31","R_cM8nE9xlZYbCqhX","anonymous","EN","Yes","Yes, it is my native language",22,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"298","L298","2023-05-11 02:31:09","2023-05-11 02:36:32","100","322","True","2023-05-11 02:36:33","R_25JdHQlkbQsNVFT","anonymous","EN","Yes","Yes, it is my native language",32,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","73","100","100","Yes, I am ready to begin."
"299","L299","2023-05-11 02:22:21","2023-05-11 02:36:52","100","871","True","2023-05-11 02:36:53","R_1jNXwa62BzmoOkQ","anonymous","EN","Yes","Yes, it is my native language",46,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"300","L300","2023-05-11 02:28:27","2023-05-11 02:37:28","100","540","True","2023-05-11 02:37:29","R_22rAHRelmLoKvca","anonymous","EN","Yes","Yes, it is my native language",35,"Woman","","Asian American","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing in-the-ear earphones","","100","100","100","100","100","93","Yes, I am ready to begin."
"301","L301","2023-05-11 02:31:22","2023-05-11 02:38:13","100","411","True","2023-05-11 02:38:14","R_33m6TDbx3b5KzOK","anonymous","EN","Yes","Yes, it is my native language",23,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing in-the-ear earphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"302","L302","2023-05-11 02:42:14","2023-05-11 02:52:49","100","635","True","2023-05-11 02:52:50","R_1EbRqhM2GV1kw0l","anonymous","EN","Yes","Yes, it is my native language",39,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","75","100","100","Yes, I am ready to begin."
"303","L303","2023-05-11 02:02:34","2023-05-11 02:53:40","100","3066","True","2023-05-11 02:53:41","R_1kSSssCVV31SSvW","anonymous","EN","Yes","Yes, it is my native language",28,"Woman","","Black/African American","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","91","100","100","100","Yes, I am ready to begin."
"304","L304","2023-05-11 02:40:50","2023-05-11 02:54:12","100","802","True","2023-05-11 02:54:13","R_3EGXeNWdWw3lohk","anonymous","EN","Yes","Yes, it is my native language",59,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"305","L305","2023-05-11 02:51:22","2023-05-11 02:58:36","100","433","True","2023-05-11 02:58:37","R_UZ9ootQjPq9yIhP","anonymous","EN","Yes","Yes, it is my native language",41,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","94","100","100","100","Yes, I am ready to begin."
"306","L306","2023-05-11 02:52:07","2023-05-11 03:01:44","100","576","True","2023-05-11 03:01:45","R_OOszWBCNBkrBwpH","anonymous","EN","Yes","Yes, it is my native language",32,"Man","","Asian American","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","68","76","80","55","66","80","Yes, I am ready to begin."
"307","L307","2023-05-11 02:51:13","2023-05-11 03:03:25","100","732","True","2023-05-11 03:03:26","R_3nvhZuKDrDx9zBm","anonymous","EN","Yes","Yes, it is my native language",20,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"308","L308","2023-05-11 03:02:10","2023-05-11 03:14:09","100","718","True","2023-05-11 03:14:09","R_1LGWKThd1ekK4Dz","anonymous","EN","Yes","Yes, it is my native language",27,"Man","","White/Caucasian","","Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","95","97","96","Yes, I am ready to begin."
"309","L309","2023-05-11 03:30:31","2023-05-11 03:39:28","100","537","True","2023-05-11 03:39:29","R_1OOn0SsVKNCXz3q","anonymous","EN","Yes","Yes, it is my native language",35,"Non-Binary","","White/Caucasian","","Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing in-the-ear earphones","","100","100","100","96","95","97","Yes, I am ready to begin."
"310","L310","2023-05-11 11:34:13","2023-05-11 11:39:28","100","314","True","2023-05-11 11:39:28","R_wSGvoFSakAc9MjL","anonymous","EN","Yes","Yes, it is my native language",36,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","No, I am using my computer's speakers","","100","92","100","64","83","91","Yes, I am ready to begin."
"311","L311","2023-05-11 11:34:00","2023-05-11 11:40:14","100","373","True","2023-05-11 11:40:15","R_86AbbNNUgr6Bdeh","anonymous","EN","Yes","Yes, it is my native language",43,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing in-the-ear earphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"312","L312","2023-05-11 11:33:50","2023-05-11 11:40:15","100","385","True","2023-05-11 11:40:16","R_2Y3MTHxXDqYz0yu","anonymous","EN","Yes","Yes, it is my native language",24,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","98","96","99","Yes, I am ready to begin."
"313","L313","2023-05-11 11:37:29","2023-05-11 11:42:08","100","278","True","2023-05-11 11:42:08","R_2f8NCJXT3kyLJUb","anonymous","EN","Yes","Yes, it is my native language",34,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","89","100","100","Yes, I am ready to begin."
"314","L314","2023-05-11 11:35:12","2023-05-11 11:42:27","100","435","True","2023-05-11 11:42:29","R_0BQtXddLpbXZhxn","anonymous","EN","Yes","Yes, it is my native language",21,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","83","86","87","Yes, I am ready to begin."
"315","L315","2023-05-11 11:35:58","2023-05-11 11:42:56","100","418","True","2023-05-11 11:42:57","R_pQUkPZ8rXFcPdct","anonymous","EN","Yes","Yes, it is my native language",27,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"316","L316","2023-05-11 11:36:42","2023-05-11 11:43:21","100","399","True","2023-05-11 11:43:22","R_27stS1s6lfyyQLK","anonymous","EN","Yes","Yes, it is my native language",46,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing in-the-ear earphones","","100","100","100","85","86","100","Yes, I am ready to begin."
"317","L317","2023-05-11 11:34:30","2023-05-11 11:43:42","100","552","True","2023-05-11 11:43:43","R_12mspIEbAkG8DZv","anonymous","EN","Yes","Yes, it is my native language",25,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","71","89","82","Yes, I am ready to begin."
"318","L318","2023-05-11 11:35:04","2023-05-11 11:43:58","100","534","True","2023-05-11 11:43:59","R_1r0NcgQx322QDdX","anonymous","EN","Yes","Yes, it is my native language",34,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing in-the-ear earphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"319","L319","2023-05-11 11:36:53","2023-05-11 11:44:06","100","432","True","2023-05-11 11:44:06","R_24cHjK0NqET0Hyt","anonymous","EN","Yes","Yes, it is my native language",32,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"320","L320","2023-05-11 11:35:42","2023-05-11 11:44:21","100","518","True","2023-05-11 11:44:22","R_Amni9RQIPYBGmEV","anonymous","EN","Yes","Yes, it is my native language",34,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","89","89","90","Yes, I am ready to begin."
"321","L321","2023-05-11 11:35:52","2023-05-11 11:44:23","100","510","True","2023-05-11 11:44:24","R_T0LQbh0qjZ9aHXH","anonymous","EN","Yes","Yes, it is my native language",56,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","No, I am using my computer's speakers","","100","100","100","94","94","94","Yes, I am ready to begin."
"322","L322","2023-05-11 11:36:59","2023-05-11 11:44:25","100","446","True","2023-05-11 11:44:26","R_2w5hvpHolqHcRbj","anonymous","EN","Yes","Yes, it is my native language",38,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"323","L323","2023-05-11 11:33:56","2023-05-11 11:44:48","100","652","True","2023-05-11 11:44:50","R_3ltzsWwXA2eokmD","anonymous","EN","Yes","Yes, it is my native language",44,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"324","L324","2023-05-11 11:35:08","2023-05-11 11:44:54","100","585","True","2023-05-11 11:44:55","R_3gL3IPOgx5e3K6Y","anonymous","EN","Yes","Yes, it is my native language",35,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing in-the-ear earphones","","100","100","100","100","92","100","Yes, I am ready to begin."
"325","L325","2023-05-11 11:35:04","2023-05-11 11:44:54","100","589","True","2023-05-11 11:44:55","R_2rjh856DQS2xaZa","anonymous","EN","Yes","Yes, it is my native language",36,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","80","81","82","Yes, I am ready to begin."
"326","L326","2023-05-11 11:36:46","2023-05-11 11:45:00","100","494","True","2023-05-11 11:45:01","R_2wohw63z6QAYKw4","anonymous","EN","Yes","Yes, it is my native language",50,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"327","L327","2023-05-11 11:35:56","2023-05-11 11:45:05","100","549","True","2023-05-11 11:45:06","R_bpll7JDUAbawy77","anonymous","EN","Yes","Yes, it is my native language",55,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"328","L328","2023-05-11 11:37:17","2023-05-11 11:45:26","100","488","True","2023-05-11 11:45:27","R_2V4P5jN4xYsXf8t","anonymous","EN","Yes","Yes, it is my native language",70,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","100","96","100","Yes, I am ready to begin."
"329","L329","2023-05-11 11:34:51","2023-05-11 11:45:29","100","638","True","2023-05-11 11:45:30","R_PSTGk7EAC37KVah","anonymous","EN","Yes","Yes, it is my native language",57,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"330","L330","2023-05-11 11:35:08","2023-05-11 11:45:35","100","627","True","2023-05-11 11:45:36","R_31LsjyKzRzyaax6","anonymous","EN","Yes","Yes, it is my native language",45,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","78","100","100","Yes, I am ready to begin."
"331","L331","2023-05-11 11:34:42","2023-05-11 11:45:36","100","654","True","2023-05-11 11:45:37","R_2zqzZ6beTmM5Bgp","anonymous","EN","Yes","Yes, it is my native language",33,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing in-the-ear earphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"332","L332","2023-05-11 11:36:22","2023-05-11 11:46:42","100","619","True","2023-05-11 11:46:42","R_1eIYvB3HnoGYmmI","anonymous","EN","Yes","Yes, it is my native language",25,"Man","","Biracial or Multiracial","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing in-the-ear earphones","","86","91","92","84","88","84","Yes, I am ready to begin."
"333","L333","2023-05-11 11:37:47","2023-05-11 11:46:47","100","539","True","2023-05-11 11:46:48","R_2bHM4vmuoaCwFSG","anonymous","EN","Yes","Yes, it is my native language",49,"Woman","","Other","Latino","Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","100","100","79","Yes, I am ready to begin."
"334","L334","2023-05-11 11:35:08","2023-05-11 11:47:28","100","739","True","2023-05-11 11:47:28","R_1FhAtdZfEM3xGR5","anonymous","EN","Yes","Yes, it is my native language",45,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing in-the-ear earphones","","100","100","89","93","74","71","Yes, I am ready to begin."
"335","L335","2023-05-11 11:35:46","2023-05-11 11:47:53","100","727","True","2023-05-11 11:47:54","R_2RPrqKYPe4y1AoP","anonymous","EN","Yes","Yes, it is my native language",63,"Woman","","White/Caucasian","","Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"336","L336","2023-05-11 11:36:55","2023-05-11 11:48:01","100","665","True","2023-05-11 11:48:01","R_WrCkieEHEllPA5z","anonymous","EN","Yes","Yes, it is my native language",50,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"337","L337","2023-05-11 11:37:45","2023-05-11 11:48:07","100","622","True","2023-05-11 11:48:08","R_2EtqcfjYJT64HTW","anonymous","EN","Yes","Yes, it is my native language",54,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing in-the-ear earphones","","100","100","100","100","100","96","Yes, I am ready to begin."
"338","L338","2023-05-11 11:34:29","2023-05-11 11:48:08","100","819","True","2023-05-11 11:48:09","R_1kZBBrepO0aIXDW","anonymous","EN","Yes","Yes, it is my native language",41,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing in-the-ear earphones","","100","100","100","77","100","100","Yes, I am ready to begin."
"339","L339","2023-05-11 11:37:04","2023-05-11 11:48:19","100","675","True","2023-05-11 11:48:20","R_24uadloube4QKAz","anonymous","EN","Yes","Yes, it is my native language",41,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"340","L340","2023-05-11 11:34:21","2023-05-11 11:48:46","100","864","True","2023-05-11 11:48:47","R_3jVhd0ERAqyUtjP","anonymous","EN","Yes","Yes, it is my native language",28,"Man","","Black/African American","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","91","100","100","15","100","100","Yes, I am ready to begin."
"341","L341","2023-05-11 11:35:32","2023-05-11 11:48:56","100","803","True","2023-05-11 11:48:56","R_3oRfnAfDXwNrQU9","anonymous","EN","Yes","Yes, it is my native language",44,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing in-the-ear earphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"342","L342","2023-05-11 11:36:35","2023-05-11 11:48:58","100","743","True","2023-05-11 11:48:59","R_2c1TGcJHlapdTWM","anonymous","EN","Yes","Yes, it is my native language",64,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing in-the-ear earphones","","100","100","100","84","88","88","Yes, I am ready to begin."
"343","L343","2023-05-11 11:34:58","2023-05-11 11:49:05","100","846","True","2023-05-11 11:49:06","R_11YfDiJhVSuzagh","anonymous","EN","Yes","Yes, it is my native language",30,"Non-Binary","","Other","Hispanic ","Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","81","80","78","60","57","80","Yes, I am ready to begin."
"344","L344","2023-05-11 11:37:18","2023-05-11 11:49:08","100","709","True","2023-05-11 11:49:09","R_3QRzVjkqY24dEw1","anonymous","EN","Yes","Yes, it is my native language",67,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"345","L345","2023-05-11 11:36:53","2023-05-11 11:49:13","100","740","True","2023-05-11 11:49:14","R_3qU5ywxDiUJSXEk","anonymous","EN","Yes","Yes, it is my native language",64,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","No, I am using my computer's speakers","","100","100","100","94","100","99","Yes, I am ready to begin."
"346","L346","2023-05-11 11:36:18","2023-05-11 11:49:52","100","814","True","2023-05-11 11:49:53","R_1C41lG5RSpxDKQa","anonymous","EN","Yes","Yes, it is my native language",63,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","No, I am using my computer's speakers","","74","85","95","61","64","71","Yes, I am ready to begin."
"347","L347","2023-05-11 11:40:05","2023-05-11 11:49:57","100","592","True","2023-05-11 11:49:58","R_3qIGjjjVBufKdvu","anonymous","EN","Yes","Yes, it is my native language",30,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing in-the-ear earphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"348","L348","2023-05-11 11:34:50","2023-05-11 11:50:16","100","925","True","2023-05-11 11:50:17","R_D2XCPX4ixG3ombf","anonymous","EN","Yes","Yes, it is my native language",54,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing in-the-ear earphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"349","L349","2023-05-11 11:35:04","2023-05-11 11:50:25","100","920","True","2023-05-11 11:50:26","R_2OJFPs67O5Q4oT9","anonymous","EN","Yes","Yes, it is my native language",56,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","No, I am using my computer's speakers","","100","100","100","53","73","88","Yes, I am ready to begin."
"350","L350","2023-05-11 11:40:03","2023-05-11 11:50:29","100","625","True","2023-05-11 11:50:30","R_9Ko5Iv0Ss3VWuQh","anonymous","EN","Yes","Yes, it is my native language",60,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing in-the-ear earphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"351","L351","2023-05-11 11:33:54","2023-05-11 11:55:38","100","1303","True","2023-05-11 11:55:38","R_agadyYUXrTUOhc5","anonymous","EN","Yes","Yes, it is my native language",72,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"352","L352","2023-05-11 11:41:39","2023-05-11 11:55:55","100","855","True","2023-05-11 11:55:56","R_2wprJ7eNRI2Cvab","anonymous","EN","Yes","Yes, it is my native language",38,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","92","93","100","76","81","100","Yes, I am ready to begin."
"353","L353","2023-05-11 11:37:11","2023-05-11 11:57:10","100","1199","True","2023-05-11 11:57:11","R_1GxGd59f23sPTky","anonymous","EN","Yes","Yes, it is my native language",27,"Woman","","Biracial or Multiracial","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing in-the-ear earphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"354","L354","2023-05-11 11:40:24","2023-05-11 11:57:56","100","1052","True","2023-05-11 11:57:57","R_22SmWTRonGVvfC6","anonymous","EN","Yes","Yes, it is my native language",24,"Woman","","White/Caucasian","","Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","100","100","100","Yes, I am ready to begin."
"355","L355","2023-05-11 11:35:20","2023-05-11 11:58:01","100","1360","True","2023-05-11 11:58:02","R_XU2yXx7csX5DH0t","anonymous","EN","Yes","Yes, it is my native language",57,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","No, I am using my computer's speakers","","100","100","100","100","100","100","Yes, I am ready to begin."
"356","L356","2023-05-11 11:54:01","2023-05-11 12:01:57","100","475","True","2023-05-11 12:01:58","R_28D13zzZVfJX8VP","anonymous","EN","Yes","Yes, it is my native language",23,"Man","","Black/African American","","Not Hispanic/Latino","Yes, I can hear the audio.","No, I am using my computer's speakers","","100","100","100","100","100","100","Yes, I am ready to begin."
"357","L357","2023-05-11 11:34:39","2023-05-11 12:07:26","100","1967","True","2023-05-11 12:07:27","R_22le2xPEmVtBPDe","anonymous","EN","Yes","Yes, it is my native language",23,"Genderqueer","","Prefer not to say","","Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing in-the-ear earphones","","91","99","95","99","99","99","Yes, I am ready to begin."
"358","L358","2023-05-11 11:38:40","2023-05-11 12:12:40","100","2039","True","2023-05-11 12:12:41","R_21FaOxT6usl13An","anonymous","EN","Yes","Yes, it is my native language",69,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","90","100","96","82","96","100","Yes, I am ready to begin."
"359","L359","2023-05-11 12:10:06","2023-05-11 12:17:06","100","419","True","2023-05-11 12:17:06","R_1mnrSNeUP33gzMN","anonymous","EN","Yes","Yes, it is my native language",24,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","Yes, I am wearing over-the-ear headphones","","100","100","100","100","100","100","Yes, I am ready to begin."
